Ship_Mode,Segment,Country,City,State,Postal_Code,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit,Fecha_Estimada,Anio,Mes,Margen_Profit,Venta_Promedio_Unidad,Rango_Descuento
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,32.064,6,0.2,6.8136,2014-01-17,2014,1,0.2125,5.344,1%-20%
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,177.98,5,0.8,-453.849,2014-01-17,2014,1,-2.5500000000000003,35.596,61%-80%
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,143.976,3,0.2,8.9985,2014-01-18,2014,1,0.0625,47.992,1%-20%
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,20.94,3,0.0,9.8418,2014-01-18,2014,1,0.4699999999999999,6.98,0%
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,110.96,2,0.0,53.2608,2014-01-18,2014,1,0.48000000000000004,55.48,0%
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,340.144,7,0.2,21.259,2014-01-18,2014,1,0.0625,48.592,1%-20%
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,52.448,2,0.8,-131.12,2014-01-18,2014,1,-2.5,26.224,61%-80%
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,20.16,4,0.2,6.552,2014-01-18,2014,1,0.32499999999999996,5.04,1%-20%
Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,97.264,4,0.8,-243.16,2014-01-18,2014,1,-2.5,24.316,61%-80%
Second Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Chairs,396.802,7,0.3,-11.3372,2014-01-18,2014,1,-0.028571428571428567,56.686,21%-40%
Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Supplies,15.88,5,0.2,-3.7715,2014-01-18,2014,1,-0.2375,3.176,1%-20%
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,3.28,1,0.0,1.4104,2014-01-18,2014,1,0.43000000000000005,3.28,0%
Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,24.816,2,0.2,1.8612,2014-01-19,2014,1,0.075,12.408,1%-20%
Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Technology,Accessories,408.744,7,0.2,76.6395,2014-01-19,2014,1,0.18749999999999997,58.392,1%-20%
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,503.96,4,0.0,131.0296,2014-01-19,2014,1,0.26,125.99,0%
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,149.95,5,0.0,41.986,2014-01-19,2014,1,0.28,29.99,0%
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Accessories,29.0,2,0.0,7.25,2014-01-19,2014,1,0.25,14.5,0%
Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,7.16,2,0.0,3.4368,2014-01-19,2014,1,0.48,3.58,0%
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Technology,Accessories,176.8,8,0.0,22.984,2014-01-19,2014,1,0.13,22.1,0%
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Storage,37.224,3,0.2,3.7224,2014-01-19,2014,1,0.1,12.408,1%-20%
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,20.016,3,0.2,6.255,2014-01-19,2014,1,0.3125,6.672,1%-20%
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,899.136,4,0.2,112.392,2014-01-19,2014,1,0.125,224.784,1%-20%
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,71.76,6,0.0,20.0928,2014-01-20,2014,1,0.27999999999999997,11.96,0%
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,51.84,8,0.0,24.8832,2014-01-20,2014,1,0.4799999999999999,6.48,0%
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,626.352,3,0.2,46.9764,2014-01-20,2014,1,0.075,208.784,1%-20%
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,19.9,5,0.0,6.567,2014-01-20,2014,1,0.33,3.9799999999999995,0%
Standard Class,Corporate,United States,Redlands,California,92374,West,Office Supplies,Envelopes,14.28,7,0.0,6.7116,2014-01-20,2014,1,0.47000000000000003,2.04,0%
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,7.408,2,0.2,1.2038,2014-01-20,2014,1,0.16249999999999998,3.704,1%-20%
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,6.048,3,0.2,1.5876,2014-01-20,2014,1,0.26249999999999996,2.016,1%-20%
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Storage,46.26,3,0.0,12.0276,2014-01-20,2014,1,0.26,15.42,0%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.946,2,0.7,-2.2586,2014-01-20,2014,1,-0.7666666666666666,1.473,61%-80%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,16.056,3,0.2,5.8203,2014-01-20,2014,1,0.36249999999999993,5.352,1%-20%
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,21.744,3,0.2,6.795,2014-01-21,2014,1,0.3125,7.248,1%-20%
First Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Tables,218.75,2,0.5,-161.875,2014-01-21,2014,1,-0.74,109.375,41%-60%
First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,2.6,1,0.2,0.2925,2014-01-21,2014,1,0.11249999999999999,2.6,1%-20%
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,66.284,2,0.8,-178.9668,2014-01-21,2014,1,-2.6999999999999997,33.142,61%-80%
Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Furnishings,35.168,7,0.2,9.6712,2014-01-21,2014,1,0.275,5.024,1%-20%
Standard Class,Consumer,United States,Whittier,California,90604,West,Technology,Phones,444.768,4,0.2,44.4768,2014-01-21,2014,1,0.1,111.192,1%-20%
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,83.92,4,0.0,5.8744,2014-01-21,2014,1,0.06999999999999999,20.98,0%
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Technology,Phones,131.98,2,0.0,35.6346,2014-01-21,2014,1,0.27,65.99,0%
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Binders,15.92,4,0.0,7.4824,2014-01-21,2014,1,0.47000000000000003,3.98,0%
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Fasteners,52.29,9,0.0,16.2099,2014-01-21,2014,1,0.31000000000000005,5.81,0%
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,91.99,1,0.0,3.6796,2014-01-22,2014,1,0.04000000000000001,91.99,0%
Second Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Accessories,20.8,2,0.2,6.5,2014-01-22,2014,1,0.3125,10.4,1%-20%
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Office Supplies,Labels,23.68,2,0.2,8.88,2014-01-22,2014,1,0.37500000000000006,11.84,1%-20%
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Furniture,Bookcases,452.45,5,0.5,-244.323,2014-01-22,2014,1,-0.54,90.49,41%-60%
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Phones,62.982,3,0.4,-14.6958,2014-01-22,2014,1,-0.23333333333333334,20.994,21%-40%
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Machines,1188.0,9,0.7,-950.4,2014-01-22,2014,1,-0.7999999999999999,132.0,61%-80%
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Accessories,89.584,2,0.2,4.4792,2014-01-22,2014,1,0.049999999999999996,44.792,1%-20%
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,93.06,6,0.0,26.0568,2014-01-22,2014,1,0.27999999999999997,15.51,0%
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,302.376,3,0.2,22.6782,2014-01-22,2014,1,0.07500000000000001,100.79199999999999,1%-20%
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Fasteners,5.584,2,0.2,1.8148,2014-01-22,2014,1,0.325,2.792,1%-20%
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,22.704,6,0.2,8.2302,2014-01-23,2014,1,0.3625,3.7840000000000003,1%-20%
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,19.776,4,0.7,-13.8432,2014-01-23,2014,1,-0.7,4.944,61%-80%
First Class,Consumer,United States,Dublin,Ohio,43017,East,Furniture,Furnishings,72.704,4,0.2,19.0848,2014-01-23,2014,1,0.26250000000000007,18.176,1%-20%
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Machines,479.988,4,0.7,-383.9904,2014-01-23,2014,1,-0.8,119.997,61%-80%
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Art,27.168,2,0.2,2.7168,2014-01-23,2014,1,0.1,13.584,1%-20%
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,2.2,1,0.0,0.968,2014-01-23,2014,1,0.43999999999999995,2.2,0%
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Tables,622.45,5,0.0,136.939,2014-01-23,2014,1,0.21999999999999997,124.49000000000001,0%
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,21.98,1,0.0,0.2198,2014-01-23,2014,1,0.01,21.98,0%
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,161.568,2,0.2,-28.2744,2014-01-23,2014,1,-0.175,80.784,1%-20%
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,389.696,8,0.2,43.8408,2014-01-23,2014,1,0.1125,48.712,1%-20%
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.648,7,0.7,-12.432,2014-01-24,2014,1,-0.6666666666666667,2.664,61%-80%
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.048,2014-01-24,2014,1,-0.43636363636363634,116.93,41%-60%
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,620.6145,3,0.45,-248.2458,2014-01-24,2014,1,-0.39999999999999997,206.8715,41%-60%
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,5.328,2,0.7,-3.552,2014-01-24,2014,1,-0.6666666666666666,2.664,61%-80%
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Furnishings,258.072,3,0.2,0.0,2014-01-24,2014,1,0.0,86.024,1%-20%
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Technology,Accessories,617.976,3,0.2,-7.7247,2014-01-24,2014,1,-0.0125,205.992,1%-20%
Standard Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,10.56,2,0.0,4.752,2014-01-24,2014,1,0.44999999999999996,5.28,0%
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,25.92,5,0.2,9.396,2014-01-24,2014,1,0.3625,5.184,1%-20%
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5,0.6,-356.728,2014-01-24,2014,1,-0.85,83.936,41%-60%
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,11.688,3,0.6,-4.6752,2014-01-24,2014,1,-0.4,3.8960000000000004,41%-60%
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,31.984,2,0.2,11.1944,2014-01-25,2014,1,0.35,15.992,1%-20%
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,177.225,5,0.5,-120.513,2014-01-25,2014,1,-0.68,35.445,41%-60%
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,4.044,3,0.6,-2.8308,2014-01-25,2014,1,-0.7000000000000001,1.3479999999999999,41%-60%
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.408,2,0.2,1.2038,2014-01-25,2014,1,0.16249999999999998,3.704,1%-20%
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,2001.86,7,0.0,580.5394,2014-01-25,2014,1,0.29000000000000004,285.97999999999996,0%
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Storage,166.72,2,0.0,41.68,2014-01-25,2014,1,0.25,83.36,0%
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.88,6,0.0,23.94,2014-01-25,2014,1,0.5,7.98,0%
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,1503.25,5,0.0,496.0725,2014-01-25,2014,1,0.33,300.65,0%
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,2014-01-25,2014,1,0.4799999999999999,6.48,0%
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,321.568,2,0.2,28.1372,2014-01-25,2014,1,0.08750000000000001,160.784,1%-20%
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,7.61,1,0.0,3.5767,2014-01-26,2014,1,0.47000000000000003,7.61,0%
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,3347.37,13,0.0,636.0003,2014-01-26,2014,1,0.19000000000000003,257.49,0%
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,80.58,6,0.0,22.5624,2014-01-26,2014,1,0.28,13.43,0%
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4,0.0,162.864,2014-01-26,2014,1,0.45,90.48,0%
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924,2014-01-26,2014,1,-0.7000000000000001,1.3479999999999999,41%-60%
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,2014-01-26,2014,1,-0.23750000000000002,41.184,1%-20%
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,53.92,5,0.2,4.044,2014-01-26,2014,1,0.07499999999999998,10.784,1%-20%
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,647.904,6,0.2,56.6916,2014-01-26,2014,1,0.08750000000000001,107.984,1%-20%
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,20.37,3,0.0,6.9258,2014-01-26,2014,1,0.33999999999999997,6.79,0%
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,221.55,3,0.0,6.6465,2014-01-26,2014,1,0.029999999999999995,73.85000000000001,0%
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,17.52,5,0.2,6.132,2014-01-27,2014,1,0.35,3.504,1%-20%
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466,2014-01-27,2014,1,-2.75,0.812,61%-80%
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,3059.982,3,0.4,-509.997,2014-01-27,2014,1,-0.16666666666666669,1019.994,21%-40%
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,2519.958,7,0.4,-251.9958,2014-01-27,2014,1,-0.09999999999999999,359.994,21%-40%
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,328.224,4,0.2,28.7196,2014-01-27,2014,1,0.08750000000000001,82.056,1%-20%
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,79.9,2,0.0,35.156,2014-01-27,2014,1,0.43999999999999995,39.95,0%
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.016,3,0.2,4.7304,2014-01-27,2014,1,0.3375,4.672,1%-20%
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024,2014-01-27,2014,1,0.04,1.26,0%
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,37.208,1,0.2,-7.4416,2014-01-27,2014,1,-0.2,37.208,1%-20%
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,2014-01-27,2014,1,0.375,19.192,1%-20%
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,725.84,4,0.0,210.4936,2014-01-28,2014,1,0.29,181.46,0%
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,209.93,7,0.0,92.3692,2014-01-28,2014,1,0.44,29.990000000000002,0%
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,5.28,3,0.0,2.3232,2014-01-28,2014,1,0.43999999999999995,1.76,0%
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,10.92,3,0.2,4.095,2014-01-28,2014,1,0.375,3.64,1%-20%
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,8.82,2,0.0,4.0572,2014-01-28,2014,1,0.45999999999999996,4.41,0%
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Art,5.98,1,0.0,1.5548,2014-01-28,2014,1,0.25999999999999995,5.98,0%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,11.648,2,0.2,4.0768,2014-01-28,2014,1,0.35000000000000003,5.824,1%-20%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.176,4,0.2,5.9072,2014-01-28,2014,1,0.325,4.544,1%-20%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.712,6,0.2,5.9712,2014-01-28,2014,1,0.09999999999999999,9.952,1%-20%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.84,3,0.2,8.694,2014-01-28,2014,1,0.35000000000000003,8.28,1%-20%
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.08,5,0.8,-3.432,2014-01-29,2014,1,-1.65,0.41600000000000004,61%-80%
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,1114.4,7,0.2,376.11,2014-01-29,2014,1,0.33749999999999997,159.20000000000002,1%-20%
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,1038.84,5,0.2,51.942,2014-01-29,2014,1,0.05,207.76799999999997,1%-20%
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,141.76,5,0.2,47.844,2014-01-29,2014,1,0.3375,28.351999999999997,1%-20%
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,239.8,5,0.2,47.96,2014-01-29,2014,1,0.19999999999999998,47.96,1%-20%
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.104,6,0.2,10.8864,2014-01-29,2014,1,0.35000000000000003,5.184,1%-20%
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,254.058,7,0.7,-169.372,2014-01-29,2014,1,-0.6666666666666667,36.294,61%-80%
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances,194.528,2,0.2,24.316,2014-01-29,2014,1,0.125,97.264,1%-20%
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145,2014-01-29,2014,1,-0.2125,192.296,1%-20%
